newrow,Geo,AG,false:false:false,NA,"592857:556841:P38712,P42806","w1,is,920

w1,is,921"
newrow,Geo,AL,false:false:false,NA,"592858:556841:P42807,P42808","w1,is,150

w1,is,151"
newrow,Geo,AN,false:false:false,NA,"592859:556841:P42809,P42810","w1,is,600

w1,is,601"
newrow,Geo,AO,false:false:false,NA,"592860:556841:P42811,P42812","w1,is,110

w1,is,111"
newrow,Geo,AP,false:false:false,NA,"592862:556841:P42813,P42814","w1,is,630

w1,is,631"
newrow,Geo,AQ,false:false:false,NA,"592863:556841:P42815,P42816","w1,is,670

w1,is,671"
newrow,Geo,AR,false:false:false,NA,"592864:556841:P42817,P42818","w1,is,520

w1,is,521"
newrow,Geo,AT,false:false:false,NA,"592865:556841:P42819,P42820","w1,is,140

w1,is,141"
newrow,Geo,AV,false:false:false,NA,"592866:556841:P42821,P42822","w1,is,830

w1,is,831"
newrow,Geo,BA,false:false:false,NA,"592867:556841:P42823,P42824","w1,is,700

w1,is,701"
newrow,Geo,BG,false:false:false,NA,"592869:556841:P42825,P42826","w1,is,240

w1,is,241"
newrow,Geo,BI,false:false:false,NA,"592870:556841:P42827,P42828","w1,is,138

w1,is,139"
newrow,Geo,BL,false:false:false,NA,"592871:556841:P42829,P42830","w1,is,320

w1,is,321"
newrow,Geo,BN,false:false:false,NA,"592872:556841:P42831,P42832","w1,is,820

w1,is,821"
newrow,Geo,BO,false:false:false,NA,"592873:556841:P42833,P42834","w1,is,400

w1,is,401"
newrow,Geo,BR,false:false:false,NA,"592874:556841:P42835,P42836","w1,is,720

w1,is,721"
newrow,Geo,BS,false:false:false,NA,"592875:556841:P42837,P42838","w1,is,250

w1,is,251"
newrow,Geo,BT,false:false:false,NA,"592876:556841:P42839,P42840","w1,is,760

w1,is,761"
newrow,Geo,BZ,false:false:false,NA,"592878:556841:P42841,P42842","w1,is,390

w1,is,391"
newrow,Geo,CA,false:false:false,NA,"592879:556841:P42843,P42844","w1,is,91

w1,is,904"
newrow,Geo,CE,false:false:false,NA,"592880:556841:P42845,P42846","w1,is,810

w1,is,811"
newrow,Geo,CH,false:false:false,NA,"592881:556841:P42847,P42848","w1,is,660

w1,is,661"
newrow,Geo,CL,false:false:false,NA,"592882:556841:P42849,P42850","w1,is,930

w1,is,931"
newrow,Geo,CN,false:false:false,NA,"592884:556841:P42851,P42852","w1,is,120

w1,is,121"
newrow,Geo,CO,false:false:false,NA,"592885:556841:P42853,P42854","w1,is,220

w1,is,221"
newrow,Geo,CR,false:false:false,NA,"592887:556841:P42855,P42856","w1,is,260

w1,is,261"
newrow,Geo,CS,false:false:false,NA,"592888:556841:P42857,P42858","w1,is,870

w1,is,871"
newrow,Geo,CT,false:false:false,NA,"592889:556841:P42859,P42860","w1,is,950

w1,is,951"
newrow,Geo,CZ,false:false:false,NA,"592890:556841:P42861,P42862","w1,is,880

w1,is,881"
newrow,Geo,EN,false:false:false,NA,"592891:556841:P42863,P42864","w1,is,940

w1,is,941"
newrow,Geo,FC,false:false:false,NA,592893:556841:P42865,"w1,is,470"
newrow,Geo,FC,false:false:false,NA,"592894:556841:P42866,P42867","w1,is,471

w1,is,475"
newrow,Geo,FE,false:false:false,NA,"592895:556841:P42868,P42869","w1,is,440

w1,is,441"
newrow,Geo,FG,false:false:false,NA,"592896:556841:P42870,P42871","w1,is,710

w1,is,711"
newrow,Geo,FI,false:false:false,NA,"592897:556841:P42872,P42873","w1,is,500

w1,is,501"
newrow,Geo,FM,false:false:false,NA,"592898:556841:P42874,P42875","w1,is,638

w1,is,639"
newrow,Geo,FR,false:false:false,NA,"592899:556841:P42876,P42877,P42878","w1,is,302

w1,is,303

w1,is,304"
newrow,Geo,GE,false:false:false,NA,"592902:556841:P42879,P42880","w1,is,160

w1,is,161"
